newsid	title	itemid
N55237	13 Reasons Why's Christian Navarro Slams Disney for Casting 'the White Guy' in The Little Mermaid	3414
N4404	Watch Kelly Clarkson's Kids Interview Their Hero Jason Momoa In The Cutest Video Ever	2562
N60507	Charges Filed After Assault At Bethel Park High School	3782
N123	This is the country's least favorite flavor of Skittles	162
N19882	Prague locals tire of tourists, 30 years after end of Communism	759
N2340	Google accidentally breaks Chrome with this new update   here's how to fix it	1010
N45888	Water main break in South Windsor closes towns buildings, affects close to 400 homes	2671
N38461	Ukrainian president says he felt no pressure on his phone call with Trump	2152
N65145	Greek donkeys are still being abused as 'tourist taxis,' PETA claims	4151
N47087	Stars who've lived with their parents	2778
N50565	Ex-Envoy to Ukraine 'Devastated' as Trump Vilified Her	3042
N13486	35 of the Biggest Food Recalls in U.S. History	257
N31062	Missing Scottish Man's Hand And Wedding Ring Were Found Inside A Shark	1569
N32701	Milwaukee could start banning plastic straws by April 2020	1704
N26202	Will you get dementia? Many may not understand their risk	1195
N16552	Elderly woman struck and killed by vehicle while crossing street	501
N62393	Republicans' impeachment strategy a tribute to Jackson Pollock	3929
N19783	Report: NCAA declares potential No. 1 overall pick Wiseman ineligible in shock ruling	748
N436	'A turning point in this hearing': Fox personalities speculate if Trump-Yovanovitch tweet could lead to witness intimidation charges	2532
N26063	An ambassador fired: What to watch on Day 2 of impeachment	1181
N23044	Chris Evans' Hilarious Reason Why He Continues Acting	979
N48796	NFL suspends Myles Garrett indefinitely, delivers other suspensions after Steelers vs. Browns game	2918
N31632	Santa Clarita shooting: Unregistered guns found in home of Saugus suspect; motive a mystery	1616
N15413	Insider: With all right pieces in place for Pacers, it's on coach to make the right call	421
N55036	Why did Santa Clarita shooting happen? Detectives search for motive	3401
N4610	NFL world stunned by Myles Garrett attack on Mason Rudolph: Calls for season-long ban, jail	2692
N5507	Studies show these are the best and worst states for your retirement	3405
N5940	Meghan Markle and Hillary Clinton Secretly Spent the Afternoon Together at Frogmore Cottage	3700
N60660	Major road closures in Rosenberg, Magnolia and Pearland	3797
N64077	Roger Stone Is Convicted of Impeding Investigators in a Bid to Protect Trump	4070
N45754	41 home design shortcuts from the experts	2665
N47781	Rutabaga vs. Turnip: How to Tell the Difference Between These Yummy Vegetables	2842
N13916	Intimidation among key takeaways from the Trump impeachment hearing with Marie Yovanovitch	289
N20090	They were tied up as their Sherman Oaks home was robbed. One man got loose and ran for help	777
N55913	Your Guide to the Best Burger Spots in America	3465
N24108	Two Vast 'Peacock-Shaped' Cosmic Clouds Spotted by Astronomers in Nearby Galaxy	1058
N34451	Jolly Joseph: Mom, churchgoer, chatty neighbor ... suspected serial killer	1827
N18311	Dest makes quick impact as US rebounds to beat Canada 4-1	626
N52606	8 Things You Do That Might Be Messing Up Your Flu Shot	3204
N42180	Wendy's Is Turning 50 Years Old, And Is Gifting Us With Free Food Through 2020	2422
N6787	This Italian Beach Will Charge Entry Fee to Combat Overtourism	4183
N30925	Loved ones arrive for funerals of 9 members of American family slain in Mexico	1558
N58828	Attorney: Garrett's actions against QB to be 'reviewed thoroughly'	3660
N65027	Sky Bars are coming back to stores and classic candy fans are freaking out	4145
N50719	The most in-demand freelance jobs right now   and how to bag one	3053
N63919	'Jeopardy!' Tournament first-night finale: How did James Holzhauer, Emma Boettcher fare?	4060
N53986	John Bolton has patriotic duty to testify to the House	3325
N2137	Mystery surrounds the last person missing from Camp Fire that left 85 dead in California	858
N2096	NBA dynamic duos: What pairings are rocking, struggling?	832
N1477	Opinions | Zelensky was planning to announce Trump's 'quid pro quo' on my show. Here's what happened.	372
N61197	Can Work Stress Actually Be Good for You?	3847
N22726	Warriors on pace for worst drop in winning percentage in NBA history	958
N44166	Barr Suggests Impeachment Inquiry Undermines Voters' Intent	2570
N52728	Wrecked Toyota Supra Launch Edition Didn't Even Reach 600 Miles	3218
N6532	How the number of billionaires has changed over the last century	4159
N17225	Facebook and YouTube ban naming alleged Trump impeachment whistleblower	549
N2844	LeBron James: 'Everyone had doubt' whether an NBA team would sign Carmelo Anthony	1359
N39369	American Idol Winner Phillip Phillips Welcomes First Child, Son Patch	2225
N29363	A 16-second spasm of violence leaves 2 dead at Saugus High School	1430
N52492	George Conway and Trump Jr. trade personal insults during impeachment hearing	3195
N46634	Esquire Names Local Restaurant Among Best In USA | Patch PM	2733
N21428	Ford's Mach E Electric SUV Spied Looking...Interesting	864
N57081	A Man and His Shelby G.T. 350 51 Years On	3550
N56969	Meghan Markle's Lawyers Debunk Multiple False Tabloid Stories in New Court Documents	3541
N22975	How Amazon's quest for more, cheaper products has resulted in a flea market of fakes	972
N10367	Trump hikes price tag for US forces in Korea almost 500% as Seoul fumes, frets	27
N13131	17 Home Maintenance Tasks Everyone Should Do Before It Snows	223
N60762	Last survivor of the Hindenburg disaster dies at age 90	3809
N10083	Debunking the week's tabloid stories: Nov. 15, 2019	9
N35216	Queen Elizabeth Just Rode Horseback at Age 93	1880
N24713	Amber Guyger Judge Tammy Kemp Will Not Preside Over Dallas DA Contempt Case	1104
N21310	No charges in deadly pellet gun shooting of Sacramento State student	851
N55712	Liver transplant leads to unbreakable bond between strangers	3448
N15347	Opinion: NFL had no choice but to send a clear message with Garrett punishment	416
N24176	Ree Drummond Says a Low-Carb Diet Is the Secret to Her Incredible Weight Loss	1064
N38841	What's the worst part of a shark's bite? It not just those teeth that are dangerous	2182
N61862	Elk Grove PD: 2 arrested after nearly 1,400 plants found in illegal pot grow	3890
N4442	Yep, It's From Amazon! 27 of the Best Finds From Amazon's Clothing Brands	2587
N313	Emotional moment lost pit bull reunites with dad	1592
N56211	University of Florida student president faces impeachment for Trump Jr.'s $50K campus talk	3487
N7789	South Texas seeing slight improvement in drought conditions	4256
N43500	Trump Administration Proposes Increasing Fee for U.S. Citizenship Application	2525
N63415	Husband of missing woman arrested, booked on murder charges	4017
N30818	The Christkindlmarket Officially Opens For The Holiday Season	1546
N45319	Billionaires' success boils down to 3 simple traits, a new report says	2637
N15632	This woman is redefining what it means to have a dancer's body	439
N5329	Belleville 19-year-old charged with murder in Granite City shooting	3266
N21086	Transcripts Show GOP 'Terror Campaign' to Out Whistleblower	837
N47902	Marcell Ozuna rejects Cardinals' qualifying offer	2849
N49285	Pete Davidson, Kaia Gerber Are Dating, Trying to Stay 'Low Profile'	2956
N44390	Two Call of Duty world champions give their tips for Modern Warfare	2582
N62591	Raiders rally to beat Chargers 26-24	3946
N25581	Winsome midcentury ranch in La Cañada Flintridge asking $955K	1151
N12330	Pompeo 'on shifting sand' as impeachment probe reveals his role in Ukraine pressure campaign	167
N36779	South Carolina teen gets life in prison for deadly elementary school shooting	2010
N46862	The world's most (and least) competitive economies	2754
N9457	Missing Clark Atlanta student found dead; roommate named as 1 of 2 suspects	4372
N11654	Cole Hamels open to one-year deal with win-now club	119
N61829	The 30 best shows of Comedy Central's 30 years	3888
N11681	Cellphone call from Ukraine could compound Trump's troubles	121
N46119	Pilot Killed After Small Plane Crashes Into House In Upland, Sparks Large Fire	2695
N3590	2019 Rookie of the Year: Breaking down the finalists	1941
N3035	A Look at How Starbucks Holiday Cups Have Changed Over the Years	1508
N32995	Canned goods? NBA coaches already on hot seats	1735
N17242	Best Cancer-Fighting Drinks You Should Try Now	551
N17506	Pence denies Trump did anything wrong in call with Ukrainian president	573
N35389	A decommissioned nuclear missile complex in Arizona that was abandoned for decades is now on sale for $400,000	1899
N51536	Stranded person rescued from ledge, fire chief says	3108
N57981	Anonymous Trump book with scathing claims sets record for preorders	3609
N53242	How to Watch the Leonid Meteor Shower This Weekend	3264
N28684	You can visit every National Park for free on Monday	1375
N1952	Maze of tunnels reveals remains of ancient Jerusalem	718
N34130	The Kardashians Face Backlash Over 'Insensitive' Family Food Fight in KUWTK Clip	1807
N32731	The 3 best Chinese spots in Cincinnati	1709
N22257	Southwest's Spring Travel Sale Includes $39 One-way Tickets	915
N35861	Lemon Water Is Healthy, But It's Not a Miracle Weight Loss Drink	1939
N59076	Video Captures Kidnapping | Police Pull Over Sofa | Patch PM	3674
N21250	Ravens vs. Bengals: Game time, TV Schedule, tickets, online stream, odds and more	846
N28413	How to Winterize a House	1358
N49038	One of the defenses of Trump is   literally   a TV-cartoon joke	2936
N48049	Nikki Haley: Rudy Giuliani should've been named special envoy to Ukraine	2859
N12446	Homeless woman living in SUV with dogs moves into apartment with community's help	178
N3064	Here's how buying a home changed my view of money	1528
N17169	Southwest Flight Diverts Due to 'Malfunctioning Coffee Pot'	544
N29490	'This tarnishes everything': Astros cheating allegations have baseball world demanding punishment	1440
N21312	FactChecking Biden's CNN Town Hall	853
N8711	Bloomberg's Team Calls His Crude Remarks on Women 'Wrong'	4324
N32237	Experts Explain Why You Might Want to Stop Sleeping on Your Stomach and How to Do It	1668
N28962	Watch the 2020 Land Rover Defender hoon through the woods for No Time To Die	1402
N6858	Washington had 4th highest hate crime total in 2018, FBI report says	4187
N56959	Taller People Have Higher Risk Of Stroke, Heart Conditions	3538
N7761	Internet Freedom Continues Global Decline for 9th Consecutive Year	4253
N33297	Johnson opens door to subpoenaing whistleblower, Schiff, Bidens	1758
N64852	Previewing every key matchup in LSU-Alabama showdown	4132
N36725	The head of Southwest's pilots union said Boeing is trying to rush the 737 Max back into service out of 'arrogance'	2006
N46489	Democrats debate presidential field on news of Michael Bloomberg's potential candidacy	2721
N3841	Week in celebrity photos for Nov. 11-15, 2019	2148
N42808	Black Women Are Still More Likely To Face Inequity In The Workplace	2472
N6638	Opinion: Baylor football back on top four years after sexual assault scandal rocked campus	4166
N29801	A look inside Starbucks' newest Reserve Roastery in Chicago	1462
N48475	Are your friends health heroes or holding you back? Here's how to find out	2881
N57768	Former Seminoles star Deion Sanders is not candidate for Florida State football coaching job	3595
N42844	Survivor Contestants Missy Byrd and Elizabeth Beisel Apologize For Their Actions	2474
N41380	Tiny deer-like animal spotted after 25 years	2371
N4238	Trailer - Sonic the Hedgehog	2435
N31136	What's punishment for Wiseman, Memphis after lawsuit withdrawn?	1574
N40943	2019 Latin Grammy Awards: See all the photos from the red carpet	2339
N14383	The captain becomes a player as Tiger Woods picks himself	339
N466	Looking to adopt a pet? Here are 7 delightful doggies to adopt now in Seattle	2728
N53207	VIDEO: Denver Zoo's Lion Cub Has A 'Blast' Playing In Snow For First Time	3259
N38294	Kelly Osbourne on Mom Sharon and Chrissy Teigen's Tiff: 'It's Okay If People Disagree'	2134
N13080	2019 Latin GRAMMY Awards: The Complete Winners List	219
N32118	Ohio-grown Christmas trees headed to troops overseas	1659
N56777	Lawmakers, More Polite in Private, Get Aggressive in Public Hearing	3527
N2659	The stock market warning that everyone is overlooking	1223
N45612	Trump hammers Dems for impeachment focus at Louisiana rally: 'We did nothing wrong -- and they're doing nothing'	2655
N2870	Mom of missing 5-year-old in Florida has 'inconsistencies' in story, police say	1377
N35025	Paradise Ridge Winery Rebounds After Devastating 2017 Wine Country Fires	1870
N23490	Meet Narwhal the Magical Unicorn Puppy	1018
N49554	How to Make Buttermilk At Home With Just 2 Ingredients	2971
N34044	It's the Latin Grammys 20th Anniversary, and the Red Carpet Was as Extra as We Expected and More!	1800
N58617	Knicks fans welcome Porzingis back with hearty round of boos	3648
N5364	19 Home Renovations That Give Owners the Most Joy	3298
N12703	'Horrifying': California school shooting shatters a safe haven	196
N58649	These Middle School Students Baked Cookies Shaped Like Tampons To Protest For Free Menstrual Products	3650
N53754	Trump's Washington hotel has fallen behind competitors, with rooms running nearly half empty, marketing materials show	3307
N62949	The 15 Best Breakfast Habits to Drop 10 Pounds	3975
N28390	Kentucky's Bowden gets Wildcats fans intrigued with tweet at Calipari	1356
N55236	"Jeff Goldblum defends Woody Allen, says ""there's a presumption of innocence until proven guilty"""	3413
N14130	Officials responding to oil spill from cargo ship in Hawaii	313
N49973	Ukraine's young corruption fighters struggle against elites   and Donald Trump	2998
N59451	Star Ohio State DE Chase Young will miss Maryland game 'due to possible NCAA issue'	3702
N31883	A white restaurant owner admitted to enslaving a black man. He got 10 years in prison.	1637
N24023	Mary Cain details alleged physical and emotional abuse at the hands of Nike, Alberto Salazar	1052
N47520	Ranking the College Football Teams Most Likely to Enter December Unbeaten	2812
N23446	Prince Harry and Meghan Markle just shared a never-before-seen photo of baby Archie with his 'Grandpa' Prince Charles to celebrate his birthday	1015
N54197	Statue of Sully, service dog for late George H.W. Bush, to be unveiled next month	3339
N50055	Report: Carmelo Anthony returning to NBA with Trail Blazers	3011
N48866	Father of newborn killed in Buffalo Wild Wings chemical incident	2923
N16854	How the US betrayed the Marshall Islands, kindling the next nuclear disaster	521
N24532	Can You Reverse Type 2 Diabetes?	1089
N9991	Hawks' Young with filthy move on Rubio	4404
N3174	Drug trafficking through Venezuela has skyrocketed, says U.S. military chief	1626
N1557	UK police identify truck victims; 10 teenagers among 39 dead	433
N1408	The Single Biggest Shopping Day? Nov. 11, in China	309
N42950	Climate change looms over giant Saudi energy IPO	2480
N11363	3 'health' products that are a waste of money, according to dietitians	95
N32928	This Giant Cookie Cutter Makes Holiday Baking So Much Easier	1727
N62269	Ohio State sits star DE Chase Young, who blames loan	3920
N11417	This Is the Easiest Baking Soda Substitute Ever	99
N8373	Video shows a Boeing 737 plane carrying 196 people burst into flames just after landing at an Egyptian airport	4295
N53016	Nolan Ryan leaves advisory role, won't return as Astros shuffle front office	3236
N63356	Survey: South Carolina has the worst roads in the country	4012
N39289	Celebrities, others ask Texas to halt inmate's execution	2218
N7245	19 Things to Bring as a White Elephant Gift	4220
N14054	Latin Grammys 2019: Moments you might have missed, including Alicia Keys, Juanes	307
N7344	Teresa Giudice Gives Advice to Lori Loughlin as She Faces Prison in College Admissions Scandal (Exclusive)	4231
N57007	Highway blockade reveals splits in Hong Kong protest movement	3544
N51185	I spent a day in Astoria, Queens, and saw why it's one of the world's coolest neighborhoods	3082
N44309	New York Jets receiver Quincy Enunwa rips team, calls fines 'excessive'	2576
N10353	Chase Young fiasco highlights absurdity of NCAA's outdated model	25
N9284	"Prince Harry and Prince William's Rift Is ""One of the Main Reasons"" the Sussexes Are Skipping Royal Christmas"	4358
N7364	Bannon says Stone was Trump campaign link to WikiLeaks	4232
N63421	Australia's Qantas operates 19 ½ hour London-Sydney flight	4019
N56227	15 secrets of the $4.99 Costco rotisserie chicken	3489
N53343	This Sturdy Cutting Board Will Last for a Lifetime and It's On Super Sale Right Now	3274
N32005	Some of the World's Best Beaches Are in Countries You May Not Expect	1649
N2551	Oldest son saved siblings when hoverboard burned home: Family	1145
N32260	7 New Bronco Design Details Directly Previewed By the Wild Baja Race Truck Version	1670
N27055	Fire tornado spins among Queensland bushfire	1257
N17531	Kelly Oubre Jr. bounces back with big night in Suns' win over Hawks	575
N10351	Ohio State looking into potential NCAA violation involving Chase Young	24
N13887	Fashion hits and misses from the 2019 Latin Grammy Awards	285
N28899	Chick-fil-A owner fights back against 'slowest drive-thru' accusations	1395
N8455	Arizona's tiny desert owl has new chance for protection	4303
N3935	Tina Turner Surprises Crowd at Opening Night of Broadway's Tina: The Tina Turner Musical   Watch	2223
N13347	Trump: Impeachment has been 'very hard on my family'	245
N54911	D-Wade, LeBron celebrate Carmelo signing with Blazers	3393
N19080	Greenway scores in 3rd to lift Wild over Coyotes 3-2	689
N53496	"Star Wars Jedi: Fallen Order review: ""Gets what makes the series special"""	3288
N42941	Seahawks initial injury report includes more than half of offensive line	2478
N38901	Epic 'Jeopardy!' rematch gets off to a hot start	2185
N41717	Olympic swimmer Ryan Lochte went from earning millions to living paycheck-to-paycheck   here's what he learned	2389
N64190	Robert Redford: A race against time to undo damage caused by Trump (opinion)	4081
N20020	How a military family honors the memory of wife's fallen first husband	768
N6406	Metcalfe Blasts PA Auditor General Over Climate Change Report	4068
N16682	Trump apparently wanted Ukraine to investigate Hillary Clinton in addition to the Bidens: State Department official	512
N30944	Man who taught film production to San Rafael children is sentenced for child porn	1559
N28043	TEH Realty, owner of several St. Louis rental properties, facing new lawsuit and calls for investigation	1329
N51104	Body-camera footage shows moments before Poulsbo police fatally shot man at July celebration	3078
N41946	Opinion: NFL should suspend Browns' Myles Garrett for rest of season   at minimum   for helmet swing	2403
N14637	After Saugus High School shooting, prayer unites a grieving community	358
N21970	A Military Camera Said 'Made in U.S.A.' The Screen Was in Chinese.	898
N29379	Myles Garrett on attacking Mason Rudolph: 'I made a mistake, I lost my cool'	1433
N31578	Google search will now give you feedback on your pronunciation	1611
N40755	Mayor Lori Lightfoot appoints retired LAPD Chief Charlie Beck as interim Chicago police superintendent	2330
N13556	Treasury yields tick higher amid uncertainty over US-China trade deal	263
N15066	Latin GRAMMYs 2019: Best Moments of the Night!	395
N23513	This was uglier than a brawl. And Myles Garrett deserves suspension for rest of year after helmet attack.	1020
N19773	Report: Stephen A. Smith strikes massive new deal with ESPN	745
N31141	Pittsburgh Steelers quarterback Mason Rudolph on 'TNF' incident: 'I thought it was pretty cowardly'	1575
N7330	The week in history: Nov. 18-24	4228
N61233	Nor'easter to grind at US East Coast this weekend	3851
N58006	Dad thought he dressed toddler daughter in a hat, but he was hilariously wrong	3611
N58188	U.S. 'flexible' on military exercises with South Korea as North demands cancellation	3624
N51966	Bolivian interim leader says Morales can't run in new vote	3146
N33397	5 arrested in connection with deadly shooting at Airbnb Halloween party	1763
N55371	Plumlee, bench help Nuggets rally past Nets 101-93	3423
N23391	Here's how much it will cost to travel to Africa like Meghan Markle and Prince Harry	1009
N65103	Deere workers grapple with fallout from Trump's trade war	4150
N828	Marines Now Allowed to Use Umbrellas, Wear Earrings While in Uniform	4289
N46106	Today's weather in St. Louis	2693
N56004	Modern Couples Are Ditching These Longtime Wedding Traditions in 2020	3470
N31954	Methane emissions from coalmines could stoke climate crisis   study	1642
N12591	Trump says he's not worried as public impeachment hearings loom	186
N23691	Robert Irwin Says He's 'So Stoked' to Walk Big Sister Bindi Down the Aisle at Her Wedding	1035
N18326	South Korea deports two murder suspects back to North Korea	630
N28091	Joanna Gaines reveals her family's favorite recipes in new cookbook	1335
N10015	Knicks Take Down Porzingis Again, Spoil Star's Return To New York With Win	1
N1597	Aston Martin has a lot riding on its new $189,000 SUV	462
N56391	Santa Clarita shooting: What we know about the Saugus High School suspected gunman, victims	3497
N23629	Thieves Steal $40K Worth Of Equipment From Volunteer Fire Station	1028
N52104	Corbyn launches plan to give free broadband to everyone in Britain	3160
N35486	Adele Lost 20 Pounds with Pilates and Cardio After Splitting From Simon Konecki	1909
N8364	Gallentine era (coach, daughter) ends for Charyl Stockwell volleyball	4294
N32734	End Of An Era As Chevy Has Built The Last Front-Engined Corvette	1710
N48186	East Bay Park District Employee Fatally Stabbed, Son Charged With Killing	2867
N61163	Week 10 NFL mismatches: Why Jets, Bengals, Packers must be wary	3839
N584	Redskins safety Montae Nicholson is cooperating with investigation of woman's death	3637
N27057	Dow tops 28,000 for first time, capping 4-week win streak	1258
N9534	Trump's demands of Ukraine came down to three words: 'Investigations, Biden and Clinton,' official's testimony states	4376
N56469	'I am scared all the time': Chimps and people are clashing in rural Uganda	3506
N4034	AP FACT CHECK: Trump assails a process he swore to uphold	2295
N62318	WWE Wrestler Jordan Myles Quits in Expletive-Filled Rant as He Brands the Company Racist	3922
N52694	Disney is betting everything on its Disney+ streaming service	3213
N50427	After Thursday morning rant, Antonio Brown backtracks on comments	3032
N22690	Ultimate property flippers: real estate deals that made fortunes	955
N37384	The Latest: Doctor accused of performing unneeded surgeries	2070
N5239	Trump open to releasing summary of second call with Ukraine president Zelensky	3183
N3900	Trump claims impeachment making him 'stronger,' rails against whistleblower	2193
N37848	A super-vaccine for the flu is being marketed to people 65 and older. Is it legit or a scam?	2105
N63262	Expect delays near the Galleria this weekend	4003
N56814	Trent Williams says he asked Redskins to remove tumor multiple times	3529
N18409	20 Style Lessons Chrissy Teigen Taught Us That We'll Remember Until the End of Time	634
N36815	NBA Rumors: Here's Celtics' Offer To Knicks For Kristaps Porzingis At 2017 Draft	2017
N20729	The 'Blue Zones' diet: Foods that help people live to 100	813
N62781	Magnitude 5.6 quake hits northwestern Iran -EMSC	3960
N5560	Bloomberg ready to spend 'whatever it takes' to become president	3442
N3487	Top official says Trump wanted Ukraine to announce a 'Clinton' probe, further undermining Trump's defenses	1853
N54586	Pence aide said Trump's July 25 call with Ukraine was political and not a normal diplomatic call	3367
N39149	AP source: 2nd US official heard Trump call with Sondland	2206
N29857	Chrissy Teigen Apologizes for Her 'Tone Deaf' Joke About Her Mom	1468
N18321	Regis Philbin Lists Longtime Connecticut Estate at a Loss for $4.6 Million   See Inside!	628
N62894	38 men who were worthy competitors for John Legend's Sexiest Man Alive title	3970
N14900	Sears, Kmart: 4 More Stores Closing In Maryland	380
N6340	China Lifts 4-Year Ban on U.S. Chicken	4013
N4119	Former Cuyahoga County Jail Director pleads not guilty to additional criminal charges	2358
N52307	Republicans urge Bevin to provide proof of election fraud or concede	3175
N33981	Dog Throws A Total Tantrum When She Realizes Mom Wants To Take The Stairs	1796
N60411	Listen: Cleveland Sports Talk Host EPIC Rant After Browns Lose To Broncos	3776
N38343	Dad Goes Viral By Performing His Daughter's Exact Cheer Routine From the Stands	2144
N13862	New PA Hospital Safety Ratings Released: 8 Get 'D' Grade	281
N37233	Amari gets heroic birthday surprise	2050
N44737	Walmart Is Starting Black Friday Early This Year With Deals On Instant Pots, Air Fryers, And More	2605
N47195	Impeachment Testimony Sends Talk Radio Shows to Familiar Sides	2786
N51895	Lombard moves ahead at Sun City by 2, Oosthuizen second	3142
N9836	Be more mindful and skip the oversharing: 5 things introverts can teach people	4394
N8762	Netflix is ending support for old devices from Samsung, Roku, and Vizio in December	4326
N3089	Fancy Grocery Store PCC Debuts Its First Fast Casual Restaurant in Ballard	1553
N61595	'Absolutely Terrifying': 3 Students Describe Moments After Shots Rang Out At Saugus High School	3871
N41099	20 huge retailers that are no longer with us	2352
N41128	10 Common Causes of Itchy, Red Bumps and Skin Rashes	2354
N35305	Republicans are throwing Giuliani under the bus. But there's a problem.	1888
N21342	13 Ways You're Shortening the Life of Your Car	856
N53617	Former Los Angeles police chief named interim in Chicago	3295
N36408	Despite female push, Garth Brooks bests Underwood at CMAs	1982
N17350	5 Classic Appetizers That Make Holiday Hosting a Breeze	560
N31503	Jack Ma Says U.S.-China Trade Tension Could Last 20 Years	1603
N28934	What's the True Story Behind Nick Jonas Film 'Midway'?	1400
N43710	New and upcoming releases	2544
N47906	Sudan Is Looking To Restore Pyramids And Attract Tourists & Visitors	2851
N9965	Violent, Fatal Crash Shuts Down Pacific Coast Highway In Both Directions	4402
N1344	WSJ: Phoenix Sky Harbor top large airport in the US	252
N46444	Luke Falk files injury grievance against Jets	2718
N10242	The Gap is in trouble, and spinning off Old Navy could be a mistake	18
N58789	These are the top baby names for 2020	3657
N24109	Demi Lovato debuts new boyfriend, plus more celeb love life news for mid-November 2019	1059
N2960	Nine-year-old child genius to graduate from Dutch university	1451
N36042	Relief in sight for northwest Jacksonville families struggling to find fresh food, jobs	1950
N5527	Here are the 96 Sears and Kmart stores that are closing next	3419
N64632	2020 Subaru Outback vs. 2019 Honda Passport: Which Is the Better Mid-Size Utility Vehicle?	4115
N26286	Climate change could end mortgages as we know them	1201
N27908	Today in History: November 15	1321
N49872	Rodney Reed's lawyers file to overturn conviction	2989
N3745	Chick-fil-A's Peppermint Chocolate Chip Milkshake Is Finally Back For The Holidays	2075
N28983	ICYMI: The week in TV news for Nov. 3-9	1405
N8054	An Arctic blast is coming to the eastern part of the US	4274
N25491	Patrick Dempsey Is 'Grateful' to Offer Free Cancer Care After His Mother's 'Devastating' Battle	1144
N36424	State Trooper Stops Banana Car Driver, Gives Him $20 Instead of a Ticket	1983
N46845	Man who inherited 6 figures shares advice he'd give his younger self	2751
N60472	New Jersey seeks $640M from Uber for misclassifying workers	3778
N29510	Trump Seethes After NY Judge Orders Him to Pay $2 Million For Misusing Charitable Funds: 'No Wonder Why We Are All Leaving!'	1443
N18884	Rejected duckling finds a new family member: a cat	673
N18995	Simple Tip: Heat Leftover Pasta on the Stove	683
N48707	Joanna Gaines Posts Sweet Birthday Tribute to Husband Chip: '45 Looks Good on You'	2911
N42515	Trump admin preparing to take over private land for border wall	2448
N54125	Bad news, seniors: Your Medicare costs are going up	3334
N16902	MLB Silver Slugger Award winners for 2019 season announced	524
N62268	Opinions | It's too late to save yourself now, Bill Barr	3919
N5147	The Marines are now allowed to use umbrellas, putting an end to 200-year-old rule	3104
N15052	Metro finishes $176M escalator replacement project after eight years	392
N20394	Venezuela's ex-spy chief disappears on eve of extradition to US	793
N18644	AWOL Marine accused of murder is still on the run	653
N4857	20 Binge-Worthy TV Shows That Came and Went in the Past 10 Years	2890
N3380	3 things to watch for in Friday's Trump impeachment hearing	1782
N29923	Kentucky sports radio host Matt Jones, potential McConnell challenger, taken off air following GOP complaint	1476
N59277	Precious baby sees her mom clearly for the first time	3690
N21484	Hue Jackson will run Colin Kaepernick's passing drills, 11 teams have said they'll attend	868
N50619	You can now rent a suite in a real-life royal palace on Airbnb, and it comes with a private butler	3048
N60081	Standing between Jeff Sessions and the Senate is a certain Donald Trump	3750
N24056	Man killed while trying to protect niece who was being sexually assaulted in Burnside	1054
N33033	'BH90210' Will Not Return for Second Season on Fox	1740
N21436	Maren Morris's Glamorous CMAs Gown Is Absolutely What Cinderella Would Wear in 2019	865
N27433	'People were in the water': First responder reflects on Georgia bridge collapse 47 years later	1288
N54158	Luke Falk is second player in three weeks to file injury grievance against Jets	3336
N25687	Drug task force arrests upper-level drug dealer who ran 'enterprise'	1157
N51034	Grisham: No matter who testifies, the fact Trump did nothing wrong won't change	3071
N51553	Chevy C8 Corvette Z06 interior could look something like this	3109
N15053	3 infant deaths at hospital linked to tainted donor breast milk	393
N56142	63 ideas to give your hallway a new look	3479
N54490	Jersey Shore Cast Celebrates Angelina Pivarnick's Bachelorette in New Orleans	3360
N46857	Top Tampa news: Third-grader gives teacher his birthday cash; poisonous toads found; more	2753
N48925	After Mormon Family's Terror in Mexico, a Message Emerges: No One Is Safe	2928
N24675	Cake Boss made Carlo's Bakery famous, but the New Jersey bakery was a staple for Italian pastries 100 years before the show aired -- here's why	1102
N4622	Ethics Report On Former Gov. John Hickenlooper Raises Questions	2703
N9000	A sensible, carb-conscious eating plan for type 2 diabetes	4342
N48578	Deer stranded 5 miles offshore saved by Maine lobstermen	2891
N23690	Captain Lloyd leads USWNT to win in Andonovski's debut	1034
N19685	Brett Kavanaugh calls Ruth Bader Ginsburg 'inspiration,' heaps gratitude on allies	734
N31679	Biggest celeb weddings of the last decade	1620
N28129	Judge Denies Request to Set Aside Verdict in Former Gov. Branstad's Sexual Discrimination Lawsuit	1337
N45730	Sawant pulls close, progressives pull away in other City Council races	2663
N12910	Wendy's Is Rolling Out Birthday Cake Frostys for Its 50th Anniversary	214
N41934	Aaron Carter admitted to Florida hospital	2401
N19700	Mountain View Officials Announce Policy Requiring New Homes With Office Developments	738
N31958	Opinion: Colin Kaepernick is about to get what he deserves: a chance	1643
N1616	Justin Bieber Doesn't Think Popeyes' Chicken Sandwich Lives Up To The Hype	471
N48426	Why Teach Your Dog to Sit, When You Can Teach Them to Make a Sandwich Instead?	2880
N4508	Paperwork reveals former Hartford Mayor Carrie Saxon Perry died in 2018	2624
N14976	To Move on, Father Takes Pride in 22-Year-Old Son's Heroism During 2018 Borderline Shooting	387
N50135	Nike will look into runner Mary Cain's allegations of abuse	3018
N61195	Authorities: 2 indicted in deputy slaying in US illegally	3845
N1702	James Brolin On the Hollywood Advice He Gave Son Josh: 'Don't Be a Leading Man, Ever'	534
N48015	The Perfect Family Road Trip along Florida's 30A	2857
N45378	Porzingis has 1 regret after messy divorce from Knicks	2640
N41449	Fresh Off the Boat Canceled After Six Seasons	2374
N17807	The Coolest Car Lamborghini Never Made Is Up For Sale	597
